Employee_ID,Age,Department,Job_Level,Years_at_Company,Monthly_Hours_Worked,Remote_Work,Meetings_per_Week,Tasks_Completed_Per_Day,Overtime_Hours_Per_Week,Work_Life_Balance,Job_Satisfaction,Productivity_Score,Annual_Salary,Absences_Per_Year
8312,26,HR,Entry,27,205,Hybrid,3,14,1,Average,9,95.91,161658,0
8313,58,HR,Mid,24,216,Yes,11,8,7,Good,6,79.66,40720,18
8314,58,HR,Senior,28,137,Yes,6,14,11,Average,7,87.92,195741,11
8315,46,Finance,Mid,15,212,No,2,5,10,Average,2,71.88,110106,1
8316,25,IT,Manager,25,121,Hybrid,5,11,6,Poor,2,92.58,40740,4
8317,45,Sales,Senior,2,184,Yes,1,10,12,Excellent,9,69.27,129461,12
8318,57,Sales,Mid,29,189,Yes,5,18,3,Poor,1,64.62,90973,1
8319,23,IT,Senior,27,146,Yes,13,19,12,Average,4,99.12,138248,2
8320,56,Operations,Mid,9,134,Yes,5,18,10,Good,9,74.45,46018,17
8321,57,Sales,Entry,22,197,Hybrid,14,10,7,Poor,5,67.55,94919,7
8322,29,Operations,Entry,9,215,Yes,2,11,4,Poor,4,78.04,78889,13
8323,30,Sales,Entry,27,130,Yes,9,7,0,Good,3,91.2,104007,13
8324,49,IT,Senior,11,124,Yes,8,15,3,Good,6,75.82,139291,16
8325,31,HR,Mid,24,202,Yes,4,17,3,Average,1,76.1,129983,9
8326,26,Operations,Manager,20,210,No,4,9,10,Good,1,76.24,102552,0
8327,58,Marketing,Senior,11,184,Hybrid,0,16,14,Average,9,74.45,59821,4
8328,52,Operations,Mid,7,160,No,3,9,13,Average,6,84.9,149971,5
8329,50,Operations,Senior,15,216,No,0,10,0,Average,5,91.7,47372,4
8330,24,Operations,Entry,3,214,No,9,9,9,Poor,5,81.09,135480,9
8331,47,IT,Entry,17,148,No,0,5,2,Average,1,66.04,68520,10
8332,52,Sales,Senior,4,184,No,12,13,12,Average,1,90.28,142076,7
8333,23,Sales,Manager,20,146,No,6,19,10,Average,5,55.15,148158,19
8334,36,Marketing,Mid,29,180,No,4,11,13,Poor,2,69.05,125838,15
8335,34,Marketing,Entry,29,160,Yes,7,17,5,Good,6,91.25,134360,14
8336,49,Operations,Senior,5,190,Hybrid,14,7,8,Average,8,85.84,99089,18
8337,35,Marketing,Mid,29,179,No,3,3,11,Good,9,98.41,51669,8
8338,33,IT,Mid,20,183,Hybrid,8,6,5,Average,1,69.05,176257,18
8339,36,HR,Entry,9,214,No,11,6,12,Good,6,81.87,64199,8
8340,42,Marketing,Mid,21,148,No,10,8,1,Average,4,89.67,139687,19
8341,50,Operations,Mid,5,186,Hybrid,9,15,1,Excellent,9,75.44,47313,9
8342,56,Finance,Entry,14,162,Hybrid,13,7,9,Average,5,64.79,120649,10
8343,41,Operations,Entry,24,121,No,3,19,0,Poor,3,55.86,146793,6
8344,39,HR,Mid,23,169,No,12,13,3,Average,5,61.1,197408,18
8345,59,Marketing,Entry,12,128,Yes,13,16,11,Poor,4,52.76,142666,1
8346,36,Sales,Manager,18,180,No,1,11,10,Poor,5,63.34,117813,17
8347,33,IT,Entry,17,213,Hybrid,13,11,0,Poor,1,55.95,100836,19
8348,55,Sales,Senior,17,197,Yes,2,3,6,Poor,2,51.67,153220,19
8349,26,Sales,Mid,17,167,Hybrid,8,7,8,Poor,4,68.66,170785,0
8350,38,IT,Manager,26,203,No,2,17,7,Good,4,74.01,191139,14
8351,34,HR,Entry,29,133,Hybrid,0,8,12,Good,7,79.37,172576,10
8352,34,Sales,Senior,6,205,No,8,13,6,Average,1,91.02,66624,3
8353,57,HR,Manager,21,146,Hybrid,11,3,1,Poor,5,52.87,111819,9
8354,37,IT,Manager,25,198,Hybrid,1,13,1,Good,6,55.37,42965,16
8355,24,Marketing,Entry,22,145,No,13,11,2,Good,2,70.12,116169,18
8356,23,Sales,Entry,14,134,Hybrid,14,19,13,Good,5,80.25,176353,15
8357,46,Sales,Entry,10,214,Yes,1,6,7,Average,9,60.62,126110,12
8358,24,IT,Mid,10,130,Yes,7,8,13,Excellent,2,60.51,123772,15
8359,32,IT,Mid,12,133,No,2,11,1,Good,4,51.61,77095,2
8360,32,Marketing,Entry,28,123,No,12,13,9,Poor,6,79.02,101966,18
8361,31,IT,Mid,5,218,No,2,8,1,Good,3,78.14,42937,0
8362,49,Finance,Entry,13,178,No,2,17,3,Excellent,4,75.55,190203,16
8363,32,Finance,Mid,23,215,Hybrid,14,6,5,Good,9,96.84,44304,5
8364,28,Operations,Senior,21,155,Yes,14,13,10,Excellent,2,74.05,148614,14
8365,50,Operations,Mid,1,169,Yes,11,9,1,Average,5,90.2,186806,2
8366,22,IT,Mid,9,151,No,5,13,8,Average,1,68.7,166460,15
8367,36,Marketing,Senior,4,197,Yes,12,8,13,Average,7,88.24,182243,15
8368,28,Finance,Senior,5,217,No,3,13,8,Poor,4,91.12,166688,16
8369,25,Sales,Manager,13,178,No,1,10,0,Average,1,52.08,66987,17
8370,24,Marketing,Mid,20,186,Hybrid,3,4,12,Good,7,56.01,113065,15
8371,41,IT,Senior,16,156,Hybrid,13,7,0,Average,9,94.22,139358,2
8372,24,Finance,Entry,6,168,Yes,2,17,9,Average,2,74.05,126630,0
8373,50,Marketing,Entry,25,142,No,6,14,8,Excellent,9,87.39,190548,16
8374,41,Operations,Senior,1,155,Yes,9,3,0,Good,6,80.71,198951,9
8375,31,Sales,Mid,4,205,No,3,17,6,Good,7,79.33,92407,13
8376,56,IT,Entry,10,169,Hybrid,0,17,10,Average,2,55.9,98545,18
8377,47,HR,Mid,3,120,Hybrid,6,11,4,Poor,1,51.19,188576,1
8378,51,Finance,Mid,3,219,Hybrid,10,19,9,Poor,5,80.11,137241,11
8379,47,Sales,Mid,12,169,No,10,3,5,Average,9,99.14,97752,9
8380,58,Marketing,Entry,8,133,Hybrid,3,16,3,Average,1,81.51,114593,2
8381,41,Finance,Entry,24,177,Yes,12,3,1,Average,8,86.82,52571,19
8382,30,Operations,Senior,23,200,No,13,17,2,Average,3,52.88,85016,4
8383,32,Finance,Manager,26,134,No,8,8,9,Excellent,7,95.27,164310,3
8384,54,IT,Entry,28,178,Yes,3,14,7,Average,3,82.18,65001,9
8385,51,Sales,Mid,5,210,No,14,13,1,Average,7,86.45,52284,0
8386,51,Finance,Senior,2,200,No,10,15,6,Good,1,93.49,165291,5
8387,44,Finance,Entry,21,121,Yes,13,3,11,Average,6,83.21,144911,15
8388,57,Sales,Senior,20,208,Hybrid,6,12,2,Poor,7,56.61,43878,0
8389,45,Marketing,Entry,14,191,Hybrid,10,10,10,Poor,3,78.46,160793,1
8390,52,IT,Senior,24,182,No,10,12,14,Average,8,58.83,72878,2
8391,44,Finance,Mid,6,129,Hybrid,13,19,1,Average,8,90.69,61647,6
8392,57,Operations,Manager,1,147,Yes,5,15,9,Average,8,68.26,127822,5
8393,55,Sales,Mid,21,177,Hybrid,5,11,12,Good,9,55.15,48710,11
8394,42,HR,Entry,24,155,Hybrid,11,15,13,Excellent,8,73.5,188112,17
8395,47,Operations,Mid,17,154,No,1,17,3,Good,9,74.43,77853,9
8396,28,Operations,Manager,1,199,No,14,11,8,Average,1,97.13,123311,16
8397,46,Marketing,Entry,12,200,No,13,15,6,Average,1,54.4,54862,0
8398,24,IT,Entry,12,171,No,14,15,8,Good,2,62.29,179966,2
8399,39,HR,Senior,15,184,No,4,15,4,Excellent,9,90.86,170523,0
8400,27,Marketing,Mid,3,205,Hybrid,3,14,0,Average,5,63.22,128280,12
8401,34,Finance,Mid,14,187,Yes,11,18,2,Excellent,4,96.31,38706,3
8402,23,IT,Mid,29,179,No,10,17,1,Good,6,67.38,194442,14
8403,34,Marketing,Entry,1,146,No,12,7,8,Average,1,91.6,137235,1
8404,22,Marketing,Manager,14,140,Yes,10,5,1,Poor,1,82.84,116566,13
8405,23,Operations,Mid,14,194,Hybrid,14,6,6,Good,1,63.39,94089,4
8406,25,Marketing,Mid,6,150,Yes,0,19,11,Poor,7,75.56,37927,0
8407,34,Marketing,Mid,13,187,No,8,10,13,Poor,7,69.01,138663,6
8408,51,HR,Entry,5,206,No,2,6,4,Average,7,95.58,139267,8
8409,33,IT,Entry,12,163,Yes,8,16,1,Good,3,97.23,67478,0
8410,54,Finance,Mid,21,219,Yes,0,13,10,Poor,3,99.86,176625,7
8411,59,IT,Senior,3,143,No,6,11,2,Excellent,5,93.87,93726,19
8412,55,Operations,Senior,2,130,No,10,3,11,Poor,4,96.18,165665,15
8413,24,HR,Mid,1,156,No,8,13,7,Poor,2,81.87,152593,10
8414,30,IT,Mid,18,131,No,1,6,1,Poor,7,74.12,179345,11
8415,28,HR,Mid,15,181,Hybrid,2,11,4,Average,7,80.58,108993,18
8416,25,HR,Senior,26,172,No,9,18,4,Average,8,92.23,93727,14
8417,49,HR,Mid,16,129,Yes,11,4,13,Excellent,1,87.57,131607,14
8418,53,HR,Entry,25,173,Hybrid,1,10,7,Good,8,54.09,162274,4
8419,22,Marketing,Mid,26,219,No,6,13,4,Good,8,77.36,108142,2
8420,34,IT,Senior,5,149,Hybrid,13,15,2,Excellent,6,70.0,188424,7
8421,57,Sales,Manager,16,134,Yes,7,17,2,Average,6,63.85,116152,0
8422,47,HR,Mid,12,190,No,5,18,3,Average,4,67.99,64908,15
8423,34,HR,Entry,16,151,Yes,11,7,2,Excellent,6,67.33,198462,13
8424,43,IT,Senior,11,159,Yes,13,18,0,Good,8,58.74,116415,2
8425,45,Marketing,Mid,8,190,No,12,6,8,Poor,5,75.68,76919,1
8426,32,Finance,Mid,3,125,No,0,8,12,Poor,6,98.97,39268,3
8427,46,HR,Entry,21,163,Hybrid,4,10,11,Excellent,7,64.01,125426,11
8428,36,Marketing,Mid,28,213,Yes,0,6,12,Average,5,60.42,143674,16
8429,57,Operations,Mid,16,181,No,11,11,7,Average,9,82.93,69624,13
8430,59,Marketing,Entry,7,198,Hybrid,2,7,12,Good,6,62.32,154719,15
8431,55,Sales,Mid,28,217,No,0,18,14,Average,2,85.9,69903,4
8432,55,HR,Manager,2,167,Hybrid,1,6,2,Average,7,81.07,131510,15
8433,53,Marketing,Mid,19,189,Hybrid,13,9,0,Average,7,96.12,151589,0
8434,59,Sales,Mid,3,146,No,11,16,7,Good,5,62.03,101136,11
8435,46,Marketing,Mid,11,169,Yes,9,10,11,Average,8,92.87,64983,0
8436,24,Operations,Entry,9,160,No,0,11,0,Excellent,8,85.6,187811,8
8437,50,Operations,Entry,11,161,No,6,6,13,Average,5,72.04,143268,10
8438,42,Sales,Mid,1,187,Yes,14,12,2,Average,9,64.69,38471,7
8439,30,Operations,Mid,29,134,Hybrid,6,5,10,Poor,1,62.06,151462,0
8440,42,Sales,Mid,25,199,No,13,13,1,Average,8,72.07,104915,11
8441,42,Operations,Mid,1,198,Hybrid,13,17,13,Good,6,67.13,75703,19
8442,28,Sales,Entry,12,204,Hybrid,3,17,13,Average,1,80.42,54729,11
8443,53,Marketing,Mid,10,172,No,1,4,10,Excellent,3,70.18,87801,11
8444,43,Finance,Entry,23,206,Yes,3,11,14,Poor,5,61.48,148727,4
8445,32,IT,Entry,12,144,No,3,16,2,Average,5,89.92,86472,15
8446,55,Sales,Senior,14,179,No,8,8,8,Good,6,72.11,116634,15
8447,35,Operations,Manager,11,128,No,8,7,11,Average,5,75.83,82669,0
8448,43,HR,Mid,4,173,Hybrid,4,7,6,Good,9,83.9,122459,0
8449,46,IT,Manager,10,151,No,6,7,6,Good,6,61.51,111053,7
8450,37,Finance,Mid,24,182,Yes,6,3,8,Good,5,67.13,139298,4
8451,54,IT,Entry,17,188,No,2,17,8,Average,9,60.97,177262,11
8452,23,IT,Mid,1,156,Yes,8,12,1,Excellent,4,82.36,131570,4
8453,27,Finance,Senior,6,212,No,14,6,0,Excellent,9,92.84,41444,16
8454,55,HR,Senior,5,140,Yes,2,4,11,Average,7,70.32,156919,17
8455,58,Sales,Senior,21,183,No,10,16,6,Poor,8,59.17,159069,8
8456,43,Marketing,Senior,18,120,Hybrid,11,8,6,Average,8,87.82,96471,7
8457,37,HR,Mid,18,190,Yes,6,16,11,Good,1,99.88,162614,6
8458,28,Operations,Mid,4,189,Yes,6,13,7,Average,7,60.06,168094,13
8459,34,HR,Entry,18,202,Hybrid,8,3,1,Good,9,61.53,154971,16
8460,38,Sales,Entry,20,159,No,10,5,0,Poor,8,89.12,98611,2
8461,24,HR,Senior,21,133,Hybrid,6,15,2,Excellent,8,68.13,182346,1
8462,33,Operations,Senior,20,125,Hybrid,4,13,10,Average,2,87.45,138693,0
8463,27,HR,Senior,16,178,No,9,7,10,Good,8,66.57,77980,1
8464,33,Operations,Entry,22,128,No,10,7,11,Good,6,87.27,196063,19
8465,32,IT,Mid,28,215,Hybrid,1,8,2,Average,9,85.98,146617,11
8466,40,IT,Senior,15,191,No,12,14,11,Good,5,90.45,54670,11
8467,52,Finance,Mid,13,205,Yes,14,7,12,Average,2,90.29,190696,9
8468,23,Operations,Mid,3,191,No,9,3,9,Poor,3,53.59,122567,13
8469,53,Finance,Mid,18,181,Hybrid,13,11,4,Average,5,83.68,60247,1
8470,39,Finance,Mid,1,153,Hybrid,12,6,7,Average,9,71.77,81227,13
8471,25,Marketing,Entry,5,128,Hybrid,0,12,13,Poor,2,87.42,165699,7
8472,43,Sales,Manager,4,193,Hybrid,5,15,13,Good,6,97.01,121880,18
8473,35,Marketing,Senior,9,141,Hybrid,14,17,0,Excellent,1,71.48,138178,7
8474,35,Marketing,Senior,26,196,No,14,9,2,Average,7,60.2,71759,16
8475,58,Finance,Senior,1,161,No,8,6,14,Poor,9,80.41,51821,6
8476,50,Sales,Senior,25,218,Hybrid,2,13,5,Poor,2,56.7,77934,14
8477,55,Marketing,Entry,24,191,Hybrid,11,17,11,Poor,7,58.6,160012,16
8478,27,IT,Mid,10,196,Yes,0,11,3,Excellent,8,97.62,165357,18
8479,33,Marketing,Mid,12,218,Hybrid,0,5,11,Poor,7,57.03,35648,9
8480,45,IT,Entry,12,212,Yes,8,10,9,Average,9,80.27,39615,18
8481,50,Marketing,Entry,27,193,No,14,8,8,Excellent,2,89.51,181739,14
8482,31,Operations,Entry,15,149,Yes,8,13,1,Poor,8,74.44,162131,16
8483,57,Operations,Mid,20,189,No,13,16,2,Good,8,86.44,102473,10
8484,55,Sales,Entry,27,148,Hybrid,12,3,13,Average,5,78.7,66559,0
8485,53,Operations,Entry,29,157,Yes,5,6,12,Excellent,2,99.91,150055,3
8486,53,IT,Mid,2,124,No,2,14,14,Poor,9,53.98,52571,7
8487,36,Operations,Entry,15,126,Yes,13,14,1,Average,6,61.58,87483,19
8488,30,IT,Mid,3,130,Yes,12,10,1,Excellent,1,78.57,40374,11
8489,57,Finance,Entry,10,203,Hybrid,8,14,10,Good,9,75.59,196341,0
8490,43,IT,Senior,25,146,No,4,13,12,Average,6,54.68,159560,11
8491,34,Operations,Mid,26,182,Yes,11,19,12,Good,7,77.4,49565,15
8492,35,Marketing,Senior,2,198,No,14,3,9,Good,7,55.46,60408,1
8493,47,Marketing,Senior,8,212,No,7,3,3,Average,3,84.55,129979,3
8494,46,Finance,Manager,26,131,Hybrid,3,8,11,Excellent,1,82.61,39862,11
8495,43,HR,Entry,1,178,No,14,5,2,Good,6,53.32,90937,1
8496,51,IT,Senior,15,177,Hybrid,0,11,7,Good,3,73.33,43770,18
8497,34,IT,Mid,4,157,Yes,10,8,5,Average,5,85.56,76897,1
8498,53,IT,Entry,3,152,No,13,17,0,Average,8,90.03,111658,2
8499,58,Marketing,Senior,13,154,No,1,14,5,Average,5,51.82,74064,13
8500,40,Sales,Entry,10,174,Yes,7,19,2,Average,7,73.37,197160,3
8501,56,Sales,Senior,2,178,Yes,10,3,2,Poor,6,99.38,159817,13
8502,50,Sales,Mid,19,163,Yes,3,12,3,Good,3,69.19,38777,18
8503,28,Finance,Entry,19,167,No,11,15,7,Poor,9,76.71,51373,17
8504,56,Finance,Mid,14,216,Yes,10,11,6,Average,2,64.96,149298,1
8505,27,Marketing,Entry,9,134,Yes,0,3,12,Good,9,52.75,93163,9
8506,35,Sales,Mid,19,219,Yes,4,12,2,Average,3,95.18,105805,12
8507,49,HR,Entry,25,174,Hybrid,11,4,0,Average,8,81.57,77969,12
8508,22,Operations,Manager,20,214,No,3,6,5,Average,7,76.16,43108,13
8509,42,IT,Entry,17,161,Yes,9,11,13,Poor,1,90.55,105792,10
8510,48,Sales,Senior,24,144,Hybrid,4,7,0,Average,6,57.35,35113,15
8511,43,HR,Senior,26,121,No,2,18,4,Average,5,93.45,75155,6
8512,32,IT,Mid,5,201,Yes,3,9,12,Average,7,80.47,56678,0
8513,30,IT,Entry,2,160,No,7,9,3,Good,7,85.42,162442,5
8514,31,Finance,Mid,25,163,No,5,11,5,Average,3,81.03,142593,1
8515,52,HR,Mid,7,169,No,4,6,13,Average,5,91.15,38072,2
8516,53,Sales,Mid,22,209,No,10,11,1,Average,9,89.64,125970,3
8517,52,Sales,Mid,2,197,No,14,12,1,Good,8,78.59,122963,17
8518,29,Marketing,Mid,22,190,Yes,12,8,11,Average,6,92.0,160485,7
8519,26,HR,Entry,12,163,No,9,6,4,Average,7,89.27,62478,6
8520,52,IT,Mid,14,209,No,3,7,0,Good,1,75.17,153700,11
8521,28,Operations,Mid,7,178,No,11,11,11,Average,3,54.71,167867,15
8522,35,Finance,Mid,14,176,Yes,14,10,2,Poor,5,93.36,154129,8
8523,46,Marketing,Entry,12,159,Hybrid,9,3,13,Average,7,68.77,179933,10
8524,42,Finance,Senior,16,179,No,1,5,9,Poor,3,90.97,72863,15
8525,50,IT,Manager,14,134,Yes,0,17,12,Excellent,2,88.62,80128,7
8526,52,IT,Mid,21,194,Yes,10,5,5,Excellent,3,54.25,76025,6
8527,25,Operations,Mid,21,213,No,3,14,14,Good,6,63.61,198244,0
8528,50,Finance,Entry,28,179,No,12,5,0,Good,3,91.38,152752,2
8529,22,Marketing,Manager,4,185,No,1,18,10,Excellent,8,79.13,190014,13
8530,53,IT,Entry,14,158,No,8,17,10,Good,3,66.13,63025,16
8531,22,Sales,Mid,26,209,Yes,14,7,1,Poor,3,57.92,64274,10
8532,25,Sales,Mid,28,166,Hybrid,14,6,1,Excellent,7,71.65,91261,4
8533,41,Sales,Entry,1,132,Yes,1,15,13,Poor,3,81.41,108096,9
8534,58,Operations,Senior,10,215,No,1,3,9,Average,8,67.62,139277,5
8535,35,Marketing,Entry,23,140,Hybrid,5,3,8,Good,6,80.07,89045,15
8536,35,Marketing,Mid,3,133,Yes,5,9,12,Good,8,90.63,102831,11
8537,23,HR,Entry,15,198,Hybrid,3,13,6,Average,1,63.53,168761,6
8538,42,HR,Mid,21,141,Yes,2,4,1,Good,4,54.48,190990,12
8539,50,Operations,Senior,29,192,Hybrid,13,14,12,Average,6,58.99,119865,4
8540,33,Operations,Senior,13,191,No,3,18,0,Average,9,61.86,154264,0
8541,39,Sales,Mid,8,193,Yes,4,4,12,Poor,8,56.48,167503,15
8542,59,Operations,Entry,2,135,Hybrid,7,19,0,Good,3,70.3,102796,10
8543,53,Finance,Mid,20,192,Hybrid,1,13,10,Poor,1,66.33,186532,4
8544,43,Finance,Mid,9,213,Yes,13,13,8,Poor,1,69.18,35267,9
8545,57,Sales,Entry,11,120,No,12,9,13,Poor,9,68.01,182686,17
8546,33,HR,Entry,29,194,Yes,12,10,14,Good,5,62.44,63684,5
8547,42,Marketing,Entry,2,153,Hybrid,9,3,4,Average,7,82.04,112214,10
8548,29,Finance,Entry,8,191,No,5,9,7,Average,6,62.09,171837,2
8549,49,Marketing,Entry,9,125,Yes,6,15,4,Average,6,96.56,42009,3
8550,43,Sales,Entry,12,152,Yes,13,4,1,Average,4,65.93,150760,18
8551,37,Marketing,Entry,19,194,No,2,7,10,Excellent,9,97.66,85255,6
8552,33,Finance,Senior,15,129,No,12,10,11,Excellent,2,59.5,85578,4
8553,38,Operations,Entry,21,210,Hybrid,4,19,0,Poor,7,54.31,48514,13
8554,42,HR,Senior,4,200,No,12,17,11,Average,7,65.38,134003,1
8555,28,Finance,Manager,10,170,No,13,5,6,Average,4,66.11,149632,15
8556,41,IT,Mid,13,144,Hybrid,1,4,6,Poor,2,90.43,67893,14
8557,57,Marketing,Mid,26,189,Hybrid,2,6,13,Excellent,7,88.65,115280,7
8558,34,Marketing,Entry,28,201,No,1,13,14,Average,3,59.28,152125,6
8559,50,Marketing,Entry,24,162,Hybrid,9,7,8,Average,8,96.13,188323,12
8560,58,Sales,Mid,8,161,No,10,5,5,Poor,5,67.71,153699,10
8561,29,Sales,Senior,11,122,Yes,12,17,5,Average,2,99.36,151401,13
8562,41,Finance,Mid,5,200,Hybrid,0,7,0,Good,9,98.26,190054,5
8563,31,HR,Entry,21,183,No,7,5,10,Poor,7,63.65,157450,5
8564,36,IT,Mid,15,161,No,2,17,1,Poor,8,72.55,60402,11
8565,33,HR,Mid,1,173,No,6,4,2,Poor,4,92.25,192296,5
8566,37,Operations,Mid,21,134,Hybrid,2,11,11,Average,9,65.1,97402,0
8567,29,HR,Entry,17,135,Hybrid,6,9,11,Poor,8,72.45,139955,15
8568,41,IT,Mid,12,171,No,7,18,0,Average,4,59.63,166257,6
8569,35,Sales,Mid,4,182,Yes,11,10,9,Good,5,74.85,181754,1
8570,58,Marketing,Senior,7,163,Yes,13,14,4,Average,7,63.68,120306,8
8571,47,Sales,Entry,11,165,No,14,10,12,Average,6,55.69,157372,13
8572,59,Marketing,Entry,12,219,No,5,15,9,Poor,8,84.57,131596,16
8573,50,Marketing,Senior,27,139,No,8,19,7,Good,3,67.88,167044,13
8574,34,Sales,Entry,16,178,No,0,6,5,Average,1,76.59,116383,6
8575,55,HR,Mid,18,185,Yes,0,3,7,Average,1,77.7,51112,12
8576,43,Marketing,Senior,14,122,No,1,18,7,Average,7,79.53,46057,13
8577,47,Sales,Entry,15,149,No,13,17,8,Average,1,88.53,159740,16
8578,55,HR,Mid,17,163,No,14,6,13,Poor,7,85.88,78619,0
8579,45,IT,Mid,2,180,Yes,3,4,7,Poor,1,87.97,43502,5
8580,42,Marketing,Mid,23,192,Hybrid,12,15,4,Good,2,90.6,112027,2
8581,52,HR,Mid,3,203,Hybrid,5,4,5,Poor,7,69.76,130960,0
8582,33,Marketing,Entry,5,195,Yes,8,11,5,Average,8,89.68,96915,0
8583,45,Operations,Senior,1,132,Hybrid,4,15,8,Poor,3,67.94,190837,0
8584,42,HR,Senior,26,186,Hybrid,8,18,14,Good,1,70.81,53326,13
8585,25,IT,Entry,10,146,No,4,18,5,Poor,9,95.12,193168,11
8586,46,Marketing,Senior,15,137,Yes,1,8,2,Excellent,9,83.77,94190,14
8587,29,Sales,Mid,10,168,Yes,8,8,3,Average,7,62.48,71057,14
8588,57,Operations,Entry,24,153,Yes,8,12,9,Average,6,83.28,102853,4
8589,55,Operations,Mid,4,171,No,6,11,2,Poor,4,57.67,91773,4
8590,48,Operations,Mid,13,194,No,14,10,7,Average,4,63.03,119631,14
8591,49,HR,Entry,16,195,No,3,17,6,Average,8,52.81,177521,9
8592,50,IT,Entry,10,203,No,4,19,12,Poor,7,84.02,154949,18
8593,50,Marketing,Senior,2,190,Yes,14,18,7,Excellent,9,97.41,140044,0
8594,31,IT,Manager,8,165,Yes,0,8,5,Average,6,96.66,133772,15
8595,53,IT,Entry,26,199,Yes,5,3,10,Good,7,90.4,161237,5
8596,29,Marketing,Mid,14,202,Yes,8,4,14,Average,6,58.01,188473,1
8597,38,Marketing,Mid,5,197,Yes,14,5,2,Average,3,92.2,86664,5
8598,33,HR,Mid,18,174,No,9,15,4,Poor,9,50.15,60300,12
8599,47,Operations,Entry,25,147,Hybrid,12,5,2,Average,4,95.82,115393,10
8600,24,Sales,Mid,22,155,No,5,15,9,Average,2,85.2,86578,8
8601,32,Operations,Senior,8,160,Yes,8,19,12,Good,1,58.75,128957,18
8602,35,Operations,Mid,12,182,Hybrid,10,13,4,Average,5,78.21,93701,10
8603,28,IT,Entry,28,126,Yes,1,12,8,Excellent,4,81.35,146768,10
8604,47,Operations,Senior,18,169,No,4,7,13,Good,4,63.41,188605,5
8605,58,Marketing,Mid,13,182,Hybrid,11,6,4,Average,1,92.56,133299,4
8606,54,IT,Entry,5,180,No,2,4,5,Average,2,75.64,95285,7
8607,53,Operations,Mid,11,192,Hybrid,6,5,6,Good,2,78.22,141097,7
8608,59,HR,Entry,3,153,Yes,1,9,12,Excellent,1,94.31,108829,19
8609,41,HR,Senior,16,207,Hybrid,0,10,11,Excellent,6,82.73,180681,17
8610,31,HR,Entry,8,200,Hybrid,9,19,0,Poor,9,79.5,137086,3
8611,36,Sales,Mid,17,180,No,6,3,7,Average,7,56.3,159721,2
8612,36,Finance,Mid,25,150,No,7,13,1,Average,1,77.08,183751,1
8613,27,Finance,Entry,6,134,No,5,16,7,Good,1,95.7,64889,15
8614,46,Operations,Entry,13,147,Hybrid,2,11,10,Good,4,80.33,42658,4
8615,22,Finance,Senior,17,163,No,9,4,3,Good,7,64.23,59462,6
8616,27,Sales,Mid,3,134,Yes,2,4,13,Average,4,91.44,121878,2
8617,34,Sales,Senior,13,200,Yes,2,18,0,Poor,3,71.72,159997,5
8618,32,IT,Senior,8,143,No,10,17,12,Good,2,53.96,175052,19
8619,45,IT,Mid,8,196,Hybrid,4,14,6,Poor,6,74.16,187974,13
8620,41,HR,Mid,19,161,No,9,6,12,Good,4,88.08,128783,4
8621,47,Sales,Mid,10,182,Hybrid,14,9,8,Average,7,95.93,147315,1
8622,46,Operations,Mid,24,140,Hybrid,13,13,8,Average,8,83.23,191304,14
8623,33,Finance,Entry,15,144,No,12,18,3,Poor,3,91.94,106525,2
8624,30,Finance,Manager,22,138,No,3,6,14,Poor,5,87.49,121333,5
8625,57,IT,Mid,7,122,Yes,11,19,11,Good,9,59.11,186258,1
8626,30,HR,Entry,18,165,Yes,9,12,7,Poor,6,99.21,132666,4
8627,54,HR,Senior,1,143,Hybrid,9,17,6,Poor,5,52.82,132118,3
8628,55,Operations,Senior,27,140,No,8,10,3,Poor,3,63.7,102848,11
8629,45,Marketing,Senior,13,120,Hybrid,13,19,7,Average,5,88.17,158242,19
8630,54,Sales,Entry,29,169,Yes,0,13,0,Average,6,56.7,48708,14
8631,54,Finance,Entry,17,150,No,13,10,8,Average,5,78.4,40862,0
8632,50,Operations,Senior,19,126,No,12,9,14,Average,9,81.53,121350,14
8633,59,Finance,Entry,23,151,Yes,8,9,11,Good,8,84.37,126771,10
8634,34,IT,Senior,25,162,Hybrid,11,15,3,Average,7,58.03,119770,14
8635,39,IT,Mid,29,219,Hybrid,7,5,0,Good,7,60.37,107481,16
8636,56,Sales,Mid,2,186,Hybrid,5,14,12,Average,6,56.2,145928,3
8637,23,Operations,Mid,22,179,No,8,3,11,Good,3,58.56,39836,11
8638,46,Operations,Mid,8,184,Hybrid,5,17,11,Average,5,91.65,72214,15
8639,27,IT,Mid,11,131,No,6,14,8,Average,6,55.69,36583,16
8640,46,Operations,Entry,25,129,Hybrid,3,15,1,Average,6,70.07,105435,17
8641,41,IT,Manager,26,190,Hybrid,5,7,1,Average,3,50.77,175609,9
8642,35,Finance,Senior,12,144,No,14,8,11,Average,3,88.18,120662,14
8643,25,Sales,Entry,3,210,Hybrid,12,14,13,Average,1,97.86,45123,12
8644,29,Finance,Entry,21,210,No,2,4,10,Average,4,64.97,170804,5
8645,55,Finance,Mid,5,180,No,11,5,1,Average,2,65.25,102273,8
8646,49,IT,Mid,12,189,No,4,3,7,Average,4,78.7,40623,19
8647,23,Finance,Manager,27,203,Yes,9,6,5,Excellent,4,56.56,123166,4
8648,38,Sales,Entry,24,168,No,3,17,7,Average,9,80.1,62448,3
8649,25,IT,Mid,1,141,Hybrid,3,6,11,Poor,8,77.51,44810,6
